"","logFC","logCPM","F","PValue","FDR","gene_symbol"
"ENSG00000000419",0.470845967451251,4.38361071367718,4.31958373316187,0.0868972880596863,0.161427581722969,"DPM1"
"ENSG00000000457",0.393823890642015,5.54675276761725,14.2659812111484,0.029395813192412,0.0677330442337992,"SCYL3"
"ENSG00000000460",0.338650519033273,4.25668597611374,3.15380296369481,0.239622247655349,0.357270715818263,"C1orf112"
"ENSG00000000938",-0.383340591653781,7.20002180369525,15.9797009014328,0.00081331364613389,0.00367377454465296,"FGR"
"ENSG00000001036",-0.527610000336363,4.46850716459198,12.6800871100572,0.0341478021669804,0.0762161818793931,"FUCA2"
"ENSG00000001084",-0.547471026197635,6.69740714567984,19.5915207169325,0.000202278178610402,0.00119004113626917,"GCLC"
"ENSG00000001167",0.189562596489875,6.12746872310545,1.76057869164548,0.197824892781391,0.307889963516409,"NFYA"
"ENSG00000001461",0.285893817741106,6.35513059588474,8.14012957710294,0.0482871512376694,0.10043610727819,"NIPAL3"
"ENSG00000001497",-0.261695362177825,6.0674916138159,6.61061227214229,0.0739500640122266,0.141789119949162,"LAS1L"
"ENSG00000001561",0.887624469847981,5.60926853611607,14.34656830934,0.000976622671687497,0.00425649180463208,"ENPP4"
"ENSG00000001629",0.33094906277221,6.7625152858544,14.7007323430772,0.00438085449118499,0.0143412563796718,"ANKIB1"
"ENSG00000001630",-0.950304132057282,5.46885721822951,38.5798797557082,2.66847572260425e-06,3.03436253699217e-05,"CYP51A1"
"ENSG00000001631",0.411037124773549,6.3800350343165,4.10555844842896,0.0547242165334415,0.111114245729602,"KRIT1"
"ENSG00000002016",0.00629901321248879,4.69736480790074,0.0023354818209445,0.978844918776584,0.985983174211735,"RAD52"
"ENSG00000002330",-0.652038618932216,3.28333281436717,5.44106518658256,0.101999716481959,0.183507069642137,"BAD"
"ENSG00000002549",-0.625842113134922,5.55945605482753,31.5591442104903,0.00106125179042606,0.00454287924384289,"LAP3"
"ENSG00000002586",-0.256476042321534,7.13303400383764,4.14354679281573,0.0537031378984627,0.109430609591795,"CD99"
"ENSG00000002587",-2.60068843154455,2.71215108994716,81.3439095035901,1.52977315556062e-07,2.4718165619974e-06,"HS3ST1"
"ENSG00000002822",-1.11622870334197,5.6974683175454,24.6651631374376,5.33760317465826e-05,0.000394493577511429,"MAD1L1"
"ENSG00000002834",-0.495318583030811,8.47229305954833,57.4078746936916,1.21926140638696e-07,2.04033614602032e-06,"LASP1"
"ENSG00000002919",-1.08757744985461,5.07218080308603,55.2344286095034,1.85803544624317e-07,2.9204071717977e-06,"SNX11"
"ENSG00000002933",-2.71456489344624,4.56637701926914,295.100576124553,1.89415967516665e-14,2.83437661537618e-12,"TMEM176A"
"ENSG00000003056",-0.0751923101082355,7.42415860119231,0.863944175467326,0.412248072293827,0.538451783230077,"M6PR"
"ENSG00000003393",0.154524866554737,6.10118010532872,3.02225648715843,0.295807683860766,0.421096695968897,"ALS2"
"ENSG00000003400",-0.0911089899150454,6.08492966201561,0.936333054553017,0.545974903572343,0.659397693225458,"CASP10"
"ENSG00000003402",0.248519714365038,9.752489132014,18.0793857369703,0.000311193146361157,0.00169913761828607,"CFLAR"
"ENSG00000003436",0.833356112905368,2.75896007839692,4.24587874160006,0.306645110479865,0.433106864957039,"TFPI"
"ENSG00000003509",0.135215371139368,5.0498918530949,0.861679859795913,0.542518622760758,0.656451984062443,"NDUFAF7"
"ENSG00000003756",7.96007983742968e-05,8.71286413120393,1.74809499057945e-06,0.999358396857776,0.999909147406063,"RBM5"
"ENSG00000004059",-0.833851718354796,5.81880508374405,28.4293977270327,2.18420356257055e-05,0.000183497980338006,"ARF5"
"ENSG00000004139",-0.0314249896783477,6.22964782516117,0.0725477130735255,0.817036718630745,0.875095159473374,"SARM1"
"ENSG00000004142",-0.509157527416473,5.21958374163972,16.6393974167897,0.00755782516289877,0.0224237197721062,"POLDIP2"
