"","logFC","logCPM","F","PValue","FDR","gene_symbol"
"ENSG00000000003",0.711351195671821,0.092665139220891,4.03694553029054,0.0599714496870339,0.857723607596916,"TSPAN6"
"ENSG00000000419",-0.0356196500570246,5.32683958385168,0.162973541828616,0.691255639471765,1,"DPM1"
"ENSG00000000457",0.0343197054725396,4.16144962904887,0.12472140198393,0.728128679705289,1,"SCYL3"
"ENSG00000000460",0.0596554462096971,4.60128669107059,0.240116213407596,0.630124116982412,1,"C1orf112"
"ENSG00000000938",0.143235098847793,5.12208815607984,1.51791189921395,0.234008614749455,1,"FGR"
"ENSG00000000971",-0.36108376706776,-0.37854791384348,1.4441870002267,0.245252695135388,1,"CFH"
"ENSG00000001036",0.0190095064945757,6.68458147344168,0.0746743187171573,0.787802994170793,1,"FUCA2"
"ENSG00000001084",-0.166853591980839,3.77097250440542,1.42978217011769,0.247531086254984,1,"GCLC"
"ENSG00000001167",0.0628448232893389,6.42622039857783,0.305736265471285,0.587205708532485,1,"NFYA"
"ENSG00000001460",0.0351319567090247,3.00769199601293,0.0806153076984235,0.779750853897149,1,"STPG1"
"ENSG00000001461",0.0630504036561352,5.13173892151845,0.425307459994291,0.522657164690014,1,"NIPAL3"
"ENSG00000001497",-0.0156949429377322,6.00260129450402,0.0271188971711533,0.87105823675316,1,"LAS1L"
"ENSG00000001561",0.223305334401134,3.99041525304233,2.60465489467444,0.124187172402983,1,"ENPP4"
"ENSG00000001617",0.0832906796987614,3.51317988092741,0.304040782412284,0.588235330448201,1,"SEMA3F"
"ENSG00000001629",0.0604626806976153,5.06270563723375,0.158386469707467,0.69539251175174,1,"ANKIB1"
"ENSG00000001630",-0.238108775770173,7.91814276177164,3.94409879560963,0.0627031578751792,0.873294363728403,"CYP51A1"
"ENSG00000001631",0.0137481771684164,5.59885232516105,0.0424018686437902,0.839199048177189,1,"KRIT1"
"ENSG00000002016",0.155175969695178,2.74005346706761,0.485015045206444,0.495179506705815,1,"RAD52"
"ENSG00000002330",0.0698890480779494,4.0377782626835,0.499754463369451,0.488786046127802,1,"BAD"
"ENSG00000002549",-0.147720520595923,6.05421249058302,2.21192771021844,0.1544969941108,1,"LAP3"
"ENSG00000002586",0.0545824539698144,7.19049434104874,0.521910483782969,0.479439205562773,1,"CD99"
"ENSG00000002726",0.26468064185445,5.77470680142347,2.04304493707437,0.170268427416915,1,"AOC1"
"ENSG00000002746",-0.584183855096788,-0.570751581702941,0.574396438268661,0.458462360561629,1,"HECW1"
"ENSG00000002822",-0.0437722438808823,5.35430941037412,0.135853150077247,0.716798387365801,1,"MAD1L1"
"ENSG00000002834",0.170679510015084,7.95720380817986,7.29444871872876,0.0147509922955291,0.528347913024151,"LASP1"
"ENSG00000002919",-0.0879551130059134,5.15791775188814,0.837831654387364,0.372286379814491,1,"SNX11"
"ENSG00000002933",0.378628810142952,2.06239571510636,3.6994702497143,0.0706214088381385,0.900143376463593,"TMEM176A"
"ENSG00000003056",-0.0306503075328839,7.14089666081908,0.131512748393579,0.721151043956404,1,"M6PR"
"ENSG00000003096",0.0125126641878484,1.51955833651661,0.00266056918180397,0.959438863792971,1,"KLHL13"
"ENSG00000003137",1.15016304030865,1.16493021600329,7.10703648666748,0.0158798253672084,0.542804444164312,"CYP26B1"
"ENSG00000003147",-0.0511685160490301,4.17678164973034,0.0994232614866028,0.756199941506289,1,"ICA1"
"ENSG00000003249",0.139274472212956,2.14813252853405,0.727199553381179,0.405153250602971,1,"DBNDD1"
"ENSG00000003393",-0.219902635415967,4.6570569292074,5.20290180746833,0.035130028814331,0.737628778930475,"ALS2"
"ENSG00000003400",0.0123613231194401,4.59148605928093,0.0137047013606052,0.908121395939412,1,"CASP10"
"ENSG00000003402",0.328609821827011,7.28875177339515,11.9977465810931,0.00281749234142056,0.206160752739905,"CFLAR"
"ENSG00000003436",-0.421687864365338,1.71617908551463,1.74142827878827,0.203727183103985,1,"TFPI"
"ENSG00000003509",-0.247211736930241,3.83980394624748,5.2648809644984,0.0341847908707335,0.734820845897903,"NDUFAF7"
"ENSG00000003756",-0.0527675591379932,7.49087875706821,0.246020050401108,0.625977450257803,1,"RBM5"
"ENSG00000003987",0.0601382851050164,2.60321761964494,0.0849714485114862,0.774049301884398,1,"MTMR7"
"ENSG00000003989",0.638524419187225,2.71195392943515,6.70598912939196,0.0186398599253264,0.581377798245232,"SLC7A2"
"ENSG00000004059",0.0220295483158259,6.09576618125838,0.0819390122001988,0.778000983400706,1,"ARF5"
"ENSG00000004139",0.209831503241055,1.9786414788453,0.684094901499424,0.419161484720442,1,"SARM1"
"ENSG00000004142",0.0158487630940864,5.90311961175956,0.0503483352070858,0.825020979656955,1,"POLDIP2"
"ENSG00000004399",0.0433557322944238,7.74897443931192,0.319808498547827,0.578802209198068,1,"PLXND1"
"ENSG00000004455",-0.0182622519303413,8.47646874781864,0.051278808851828,0.823440182608843,1,"AK2"
"ENSG00000004468",0.787298802431024,5.15305568878973,17.1286076330029,0.000633187737519562,0.0724233469040796,"CD38"
"ENSG00000004478",-0.011862206845522,4.66434598477929,0.00510020310713755,0.943865460983473,1,"FKBP4"
